StudentID,StudentFName,StudentLName,StudentDOB,StudentPhoneNumber,StudentEmail,StudentTypeID
951,Wayne,Owens,12/13/1980 12:52,420-(294)875-1223,wowens@school.edu,4
952,Christina,Marshall,2/12/1980 5:04,54-(156)411-0629,cmarshall@school.edu,3
953,Jane,Gordon,6/20/1995 12:48,63-(388)721-4070,jgordon@school.edu,3
954,Wanda,Collins,5/14/1989 12:35,256-(848)883-2389,wcollins@school.edu,1
955,Rebecca,Dean,3/10/1994 9:21,7-(654)876-8176,rdean@school.edu,4
956,Bobby,Cunningham,4/15/1991 4:13,62-(488)480-8160,bcunningham@school.edu,4
957,Frank,Rogers,8/1/1980 18:34,420-(190)588-8075,frogers@school.edu,1
958,Sandra,Marshall,5/21/1985 14:26,55-(363)390-4532,smarshall@school.edu,2
959,Kenneth,Stone,12/21/1994 21:56,355-(743)298-7630,kstone@school.edu,5
960,Virginia,Nguyen,4/8/1992 10:20,55-(146)201-7790,vnguyen@school.edu,4
961,Joyce,Burns,3/26/1995 15:08,33-(932)786-4293,jburns@school.edu,4
962,Adam,Meyer,10/11/1988 10:13,43-(581)133-5027,ameyer@school.edu,3
963,Kathryn,Schmidt,12/26/1987 7:01,48-(270)357-9854,kschmidt@school.edu,1
964,Frank,Foster,7/27/1994 0:59,46-(656)994-4870,ffoster@school.edu,2
965,Sarah,Cole,9/29/1985 5:04,33-(348)148-1307,scole@school.edu,2
966,Raymond,Montgomery,8/1/1994 19:53,86-(655)332-7221,rmontgomery@school.edu,2
967,Paula,Bell,11/26/1989 16:40,46-(297)242-5463,pbell@school.edu,4
968,Shirley,Rice,1/10/1984 16:48,255-(124)876-9041,srice@school.edu,4
969,Lois,Nichols,3/7/1982 10:43,62-(484)840-0193,lnichols@school.edu,3
970,Robert,Fuller,5/27/1992 14:13,380-(660)772-0574,rfuller@school.edu,5
971,Maria,Lewis,2/19/1985 23:45,27-(929)212-4552,mlewis@school.edu,2
972,Judith,Martin,9/27/1996 1:12,970-(850)384-3155,jmartin@school.edu,4
973,Nicholas,Miller,8/3/1985 17:40,33-(206)424-9593,nmiller@school.edu,3
974,Bonnie,Perez,6/17/1994 18:24,58-(221)462-5252,bperez@school.edu,4
975,Louis,Smith,8/5/1993 0:27,7-(961)692-3206,lsmith@school.edu,3
976,Kathleen,Dixon,4/11/1992 13:53,81-(479)377-8804,kdixon@school.edu,3
977,Harry,Price,3/31/1992 11:41,66-(849)513-9306,hprice@school.edu,2
978,Susan,Pierce,2/10/1985 21:17,420-(769)796-3729,spierce@school.edu,4
979,Teresa,Burton,3/9/1989 5:07,81-(901)851-2257,tburton@school.edu,1
980,Angela,Freeman,2/17/1985 1:38,56-(843)556-2134,afreeman@school.edu,2
981,Stephen,Parker,9/20/1995 0:19,504-(439)387-0805,sparker@school.edu,4
982,Chris,Jones,9/21/1993 21:53,86-(567)627-3379,cjones@school.edu,3
983,Mark,Butler,12/10/1995 14:12,374-(993)662-6280,mbutler@school.edu,3
984,Jesse,Fox,12/9/1988 12:55,1-(314)321-7153,jfox@school.edu,3
985,Betty,Henderson,9/27/1994 17:16,63-(478)866-8169,bhenderson@school.edu,3
986,Steven,Rivera,10/22/1983 15:48,963-(140)230-0592,srivera@school.edu,3
987,Sean,Johnson,5/28/1994 21:45,63-(420)607-6647,sjohnson@school.edu,5
988,Sara,Welch,12/7/1980 22:16,58-(265)449-2058,swelch@school.edu,1
989,Virginia,Dixon,12/19/1991 2:02,421-(464)927-9752,vdixon@school.edu,3
990,Albert,Kim,3/30/1988 5:52,86-(278)821-7657,akim@school.edu,4
991,Anthony,Cunningham,12/17/1986 10:44,355-(317)470-7462,acunningham@school.edu,5
992,Kathy,Ramos,3/4/1987 6:14,423-(679)446-3800,kramos@school.edu,1
993,Marie,James,2/16/1990 20:03,39-(802)206-1397,mjames@school.edu,2
994,Rachel,Hicks,2/20/1996 16:12,46-(938)199-1435,rhicks@school.edu,3
995,Randy,Dean,1/14/1993 21:01,63-(944)785-1241,rdean@school.edu,1
996,Pamela,Johnston,5/18/1989 18:31,30-(598)889-6735,pjohnston@school.edu,4
997,Michael,Fernandez,1/28/1993 11:03,63-(374)783-7942,mfernandez@school.edu,5
998,Irene,Lee,10/28/1987 17:22,81-(278)587-2117,ilee@school.edu,3
999,Timothy,Grant,5/7/1996 18:37,86-(813)304-3394,tgrant@school.edu,3
1000,Joe,Lane,8/10/1995 20:27,51-(576)575-3807,jlane@school.edu,5
1001,Marie,Fields,3/6/1988 2:49,1-(479)537-2983,mfields@school.edu,1
